database       | 2024-02-20 21:04:18.540 UTC [4071] ERROR:  canceling statement due to user request
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.154","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.161","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.165","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.168","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.172","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.177","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.182","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.182","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.187","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.192","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.192","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.209 UTC [4160] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.209 UTC [4160] CONTEXT:  while rechecking updated tuple (274,4) in relation "balances"
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.209","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.209 UTC [4160] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:20.209 UTC [4082] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.209 UTC [4082] CONTEXT:  while rechecking updated tuple (275,4) in relation "balances"
database       | 2024-02-20 21:04:20.209 UTC [4082] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:20.209 UTC [4160] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:20.209 UTC [4160] FATAL:  connection to client lost
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.210","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.210","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.210","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.214","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.218","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.223","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.227","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.227","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.232","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.236","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.238","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.242","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.246","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.250","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.254","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.254","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.260","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.264","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.268","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.273","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.282","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.300","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.310","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.310","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.310","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.310","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.311","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.311","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.311","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.314","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.316","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.316","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.323","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.323","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.323","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.327","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.327","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.333","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.337","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.337","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.343","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.346","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.346","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.354","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.355","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.361","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.364","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.364","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.374","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.391","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.404","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.409 UTC [4082] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:20.409 UTC [4082] FATAL:  connection to client lost
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.410","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.410","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.410 UTC [4274] ERROR:  canceling statement due to user request
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.410","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.410 UTC [4274] CONTEXT:  while rechecking updated tuple (274,5) in relation "balances"
database       | 2024-02-20 21:04:20.410 UTC [4274] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.410","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.411","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.411 UTC [4279] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.411 UTC [4279] CONTEXT:  while updating tuple (272,5) in relation "balances"
database       | 2024-02-20 21:04:20.411 UTC [4279] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.412","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.413","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.415","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.420","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.424","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.435","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.436","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.444","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.450","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.461","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.471","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.509 UTC [4333] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.509 UTC [4333] CONTEXT:  while rechecking updated tuple (274,5) in relation "balances"
database       | 2024-02-20 21:04:20.509 UTC [4333] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
database       | 2024-02-20 21:04:20.509 UTC [4273] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.509 UTC [4273] CONTEXT:  while locking tuple (276,2) in relation "balances"
database       | 2024-02-20 21:04:20.509 UTC [4273] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.510","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.511","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.511","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.511","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.512","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.512","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.512","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.514","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.515","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.516","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.516","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.516","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.516","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.516","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.517","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.521","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.523","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.523","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.532","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.565","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.596","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.609 UTC [4333] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:20.609 UTC [4333] FATAL:  connection to client lost
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.610","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.610","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.610","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.610","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.611","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.611","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.611","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.615","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.616","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.616","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.616","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.616","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.619","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.622","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.622","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.622","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.625","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.626","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.631","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.634","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.637","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.642","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.648","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.650","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.650","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.664","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.709 UTC [4273] LOG:  could not send data to client: Broken pipe
database       | 2024-02-20 21:04:20.709 UTC [4273] FATAL:  connection to client lost
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.710","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.710","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.710","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.710","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.710 UTC [4299] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.710 UTC [4299] CONTEXT:  while rechecking updated tuple (276,2) in relation "balances"
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.710","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.710 UTC [4299] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.710","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
database       | 2024-02-20 21:04:20.711 UTC [4313] ERROR:  canceling statement due to user request
database       | 2024-02-20 21:04:20.711 UTC [4313] CONTEXT:  while locking tuple (276,2) in relation "balances"
database       | 2024-02-20 21:04:20.711 UTC [4313] STATEMENT:  UPDATE balances SET amount = $1, last_transactions = $2 WHERE client_id = $3
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.711","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.713","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.713","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.713","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.714","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.715","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.721","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.725","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.725","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.730","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.731","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.735","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.741","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.742","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.784","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.791","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.802","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.810","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.810","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.810","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.810","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.812","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.811","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.812","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.812","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.820","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.824","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.824","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.829","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.832","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.833","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.838","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.845","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.849","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.878","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.885","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.904","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.910","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.912","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.913","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.916","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.916","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.922","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.922","message":"failed to begin tx"}
service-01     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.924","message":"failed to begin tx"}
service-02     | {"level":"error","pid":1,"error":"context canceled","time":"2024-02-20 21:04:20.930","message":"failed to begin tx"}
